stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Rzeszow Gl.,,632943,50.043114,22.006798,1
Rzeszow Gl.,632943,194873,50.043114,22.006798,
S Bernau Bhf,,519553,52.675686,13.592695,1
S Königs Wusterhausen Bhf,,163845,52.29672,13.631534,1
S Königs Wusterhausen Bhf,163845,71111,52.296642,13.631479,
S Oranienburg Bhf,,482664,52.754486,13.248311,1
S Ostbahnhof (Berlin),,513544,52.51033,13.435086,1
S Ostkreuz Bhf (Berlin),,104669,52.503113,13.469221,1
S Potsdam Hauptbahnhof,,66510,52.391445,13.067157,1
S Spandau Bhf (Berlin),,372944,52.534798,13.197477,1
S Südkreuz Bhf (Berlin),,392079,52.475502,13.365552,1
S Wannsee Bhf (Berlin),,157757,52.421726,13.178932,1
S+U Berlin Hauptbahnhof,,247157,52.525604,13.369075,1
S+U Gesundbrunnen Bhf (Berlin),,169470,52.548637,13.388372,1
S+U Zoologischer Garten Bhf (Berlin),,136579,52.50692,13.332707,1
Saalfeld (Saale),,265422,50.65049,11.374546,1
Saalfeld(Saale),265422,84371,50.650272,11.374583,
Saalfelden,,203136,47.426857,12.829765,1
Saalfelden,203136,563140,47.426857,12.829765,
Saarbrücken Hbf,,568425,49.24107,6.99102,1
Saarbrücken Hbf,568425,141801,49.241066,6.991021,
Salzburg Hbf,,179101,47.81305,13.04582,1
Salzburg Hbf,179101,583605,47.81305,13.04582,
Salzburg Süd,,545275,47.770226,13.078491,1
Salzburg Süd,545275,462200,47.770226,13.078491,
Sapjane,,402315,45.477036,14.244352,1
Sapjane,402315,639020,45.477036,14.244352,
Sapjane(Gr),,96320,45.505157,14.244213,1
Sapjane(Gr),96320,49293,45.505157,14.244213,
Sargans,,215214,47.044823,9.44626,1
Sargans,215214,389999,47.044823,9.44626,
Schaffhausen,,375167,47.69828,8.632756,1
Schaffhausen,375167,101346,47.69828,8.632756,
Schladming,,570118,47.393826,13.678151,1
Schladming,570118,450962,47.393826,13.678151,
Schleswig,,402916,54.499516,9.538149,1
Schleswig,402916,275311,54.49946,9.53814,
Schleswig,402916,71515,54.499577,9.538158,
Schlüchtern,139447,255593,50.340927,9.509989,
Schlüchtern Bahnhof,,139447,50.340816,9.510662,1
Schorndorf,,172490,48.80694,9.52569,1
Schorndorf,172490,289730,48.80715,9.52631,
Schorndorf,172490,472433,48.80708,9.52578,
Schorndorf,172490,91373,48.806984,9.525861,
Schw. Gmünd Bahnhof,,311086,48.800285,9.787118,1
Schwarzach-St.Veit,,104517,47.318535,13.154464,1
Schwarzach-St.Veit,104517,336747,47.318535,13.154464,
Schwerin Hauptbahnhof,,125084,53.6347,11.407499,1
Schwerin Hbf,125084,19234,53.635628,11.407445,
Schwerin Hbf,125084,80835,53.63474,11.407455,
Schwerin Hbf,125084,81977,53.63563,11.407544,
Schwerte(Ruhr),534739,286811,51.44259,7.559099,
Schwerte(Ruhr),534739,489017,51.44253,7.559341,
"Schwerte, Bahnhof",,534739,51.44227,7.559593,1
Schwäbisch Gmünd,311086,358498,48.80101,9.787795,
Schärding,,112457,48.46372,13.442511,1
Schärding,112457,134689,48.46372,13.442511,
Schöna(Gr),,641590,50.860054,14.222133,1
Schöna(Gr),641590,250944,50.860054,14.222133,
Selzthal,,477562,47.550243,14.312841,1
Selzthal,477562,369594,47.550243,14.312841,
Semmering,,33868,47.639553,15.830923,1
Semmering,33868,182099,47.639553,15.830923,
Sevnica,,528024,46.009678,15.301231,1
Sevnica,528024,159041,46.009678,15.301231,
Siegburg Bf,,546191,50.79392,7.203024,1
Siegburg/Bonn,546191,35790,50.793915,7.203026,
Siegburg/Bonn,546191,381177,50.79384,7.202854,
Siegburg/Bonn,546191,594617,50.79375,7.202647,
Siegen Hbf,,247268,50.875893,8.016278,1
Siegen Hbf,247268,480103,50.876507,8.01715,
Siegen Hbf,247268,595739,50.876408,8.017311,
Siegen-Weidenau,81482,138309,50.895786,8.02978,
Siegen-Weidenau,81482,330418,50.8958,8.029959,
Siegen-Weidenau Bf,,81482,50.895866,8.029861,1
Singen (Htw) Bahnhof,,619911,47.75903,8.841408,1
Singen(Hohentwiel),619911,189317,47.75892,8.841381,
Singen(Hohentwiel),619911,20451,47.75903,8.841219,
Singen(Hohentwiel),619911,282238,47.75876,8.841471,
Singen(Hohentwiel),619911,405362,47.7586,8.840231,
Skanderborg st,,452459,56.043564,9.924497,1
Skanderborg st,452459,452898,56.043564,9.924497,
Soest,62881,506027,51.5783,8.105409,
Soest,62881,89507,51.57819,8.105337,
"Soest, Bahnhof",,62881,51.57811,8.104223,1
Solingen Hbf,,217829,51.16073,7.003688,1
Solingen Hbf,217829,168354,51.160824,7.004128,
Solingen Hbf,217829,328853,51.161087,7.003985,
Solingen Hbf,217829,626195,51.160767,7.004187,
Sonthofen,,410224,47.51324,10.272343,1
Sonthofen,410224,218743,47.51324,10.272344,
Sopot,,490122,54.440166,18.562323,1
Sopot,490122,428495,54.440166,18.562323,
Spaichingen,237525,229104,48.068832,8.741704,
Spaichingen,237525,242506,48.068996,8.741704,
Spaichingen Bahnhof,,237525,48.06909,8.74094,1
Spiez,,11276,46.686398,7.680103,1
Spiez,11276,40556,46.686398,7.680103,
Spittal-Millstättersee,,603874,46.7957,13.487416,1
Spittal-Millstättersee,603874,161866,46.7957,13.487416,
St Georgen(Schwarzw),559819,222358,48.123814,8.341955,
St Georgen(Schwarzw),559819,356204,48.123955,8.342187,
St Georgen(Schwarzw),559819,38143,48.123898,8.342187,
St. Anton am Arlberg,,254561,47.127563,10.26699,1
St. Anton am Arlberg,254561,54027,47.127563,10.26699,
St. Gallen(CH),,161808,47.42318,9.369897,1
St. Gallen(CH),161808,299720,47.42318,9.369897,
St. Georgen (Schwarzw) Bahnhof,,559819,48.123844,8.342133,1
St. Johann im Pongau,,151194,47.348377,13.194961,1
St. Johann im Pongau,151194,75671,47.348377,13.194961,
St. Johann in Tirol,,26920,47.51962,12.430775,1
St. Johann in Tirol,26920,309268,47.51962,12.430775,
St. Margrethen SG,,97677,47.453217,9.638262,1
St. Margrethen SG,97677,85206,47.453217,9.638262,
St. Valentin,,119367,48.179146,14.521846,1
St. Valentin,119367,1540,48.179146,14.521846,
St.Michael in Obersteiermark,,135275,47.346622,15.009187,1
St.Michael in Obersteiermark,135275,84086,47.346622,15.009187,
St.Pölten Hbf,,505970,48.2083,15.624672,1
St.Pölten Hbf,505970,632780,48.2083,15.624672,
Stadt Rottenmann,,420963,47.52723,14.367174,1
Stadt Rottenmann,420963,590628,47.52723,14.367174,
Stadtroda,,119468,50.86817,11.723213,1
Stadtroda,119468,436656,50.868217,11.722792,
Stainach-Irdning,,634180,47.529194,14.106753,1
Stainach-Irdning,634180,253893,47.529194,14.106753,
Steinach (b Rothenburg o.d.T.),,420960,49.45322,10.273538,1
Steinach(b Rothenburg ob der Tauber),420960,110537,49.453217,10.273535,
Stendal Hbf,,117452,52.59472,11.854412,1
Stendal Hbf,117452,175,52.594723,11.854412,
Stralsund Hauptbahnhof,,188136,54.309105,13.077773,1
Stralsund Hbf,188136,146040,54.308624,13.077321,
Stralsund Hbf,188136,182490,54.308174,13.078698,
Stralsund Hbf,188136,215922,54.308075,13.078294,
Stralsund Hbf,188136,228805,54.30815,13.07859,
Stralsund Hbf,188136,258703,54.30801,13.078087,
Stralsund Hbf,188136,412574,54.308037,13.078177,
Stralsund Hbf,188136,413094,54.30812,13.078464,
Strasbourg,,393193,48.58534,7.734067,1
Strasbourg,393193,494253,48.58534,7.734067,
Straubing,,86525,48.87698,12.574096,1
Straubing,86525,559910,48.87698,12.574094,
Stresa,,594158,45.88453,8.531633,1
Stresa,594158,207606,45.88453,8.531633,
Sturovo,,396071,47.800125,18.67992,1
Sturovo,396071,274198,47.800125,18.67992,
Stuttgart Hauptbahnhof (oben),,160095,48.784878,9.182794,1
Stuttgart Hbf,160095,326752,48.784084,9.181635,
Stuttgart Hbf,160095,615228,48.784748,9.183217,
Stuttgart Vaihingen,,640024,48.72698,9.113912,1
Stuttgart-Vaihingen,640024,466445,48.72628,9.113226,
Sulz (Neckar) Bahnhof,,318155,48.367237,8.637724,1
Sulz(Neckar),318155,459891,48.367573,8.637867,
Swiebodzin,,507760,52.245144,15.53954,1
Swiebodzin,507760,472082,52.245144,15.53954,
Szob,,258762,47.821,18.862057,1
Szob,258762,487086,47.821,18.862057,
Szob(Gr),,48926,47.824898,18.844774,1
Szob(Gr),48926,279457,47.824898,18.844774,
Tarnow,,560402,50.0054,20.97418,1
Tarnow,560402,530198,50.0054,20.97418,
Tatabanya,,574840,47.58493,18.393612,1
Tatabanya,574840,327255,47.58493,18.393612,
Tczew,,97621,54.09732,18.790155,1
Tczew,97621,357291,54.09732,18.790155,
Telfs-Pfaffenhofen,,159529,47.30071,11.078869,1
Telfs-Pfaffenhofen,159529,650234,47.30071,11.078869,
Thun,,199115,46.754692,7.629414,1
Thun,199115,478352,46.754692,7.629414,
Tinglev st,,533269,54.936172,9.258234,1
Tinglev st,533269,287198,54.936172,9.258234,
Traunstein,,372690,47.86973,12.638802,1
Traunstein,372690,535857,47.869728,12.638801,
Trento,,483943,46.07229,11.1189,1
Trento,483943,623605,46.07229,11.1189,
Treuchtlingen,,246806,48.96127,10.908162,1
Treuchtlingen,246806,426893,48.961266,10.908159,
Treysa,,469433,50.91066,9.185673,1
Treysa,469433,661116,50.91066,9.185673,
Triberg,497996,246702,48.140003,8.236806,
Triberg,497996,614205,48.14015,8.236833,
Triberg Bahnhof,,497996,48.139854,8.236904,1
Tullnerfeld,,654443,48.295235,15.996536,1
Tullnerfeld,654443,138621,48.295235,15.996536,
Tuttlingen,372937,425912,47.980232,8.798486,
Tuttlingen,372937,436733,47.98054,8.798271,
Tuttlingen Bahnhof,,372937,47.980335,8.79942,1
Tutzing,,611267,47.9074,11.273731,1
Tutzing,611267,19148,47.907097,11.272716,
Tübingen Hauptbahnhof,,448543,48.516148,9.055575,1
Tübingen Hbf,448543,133515,48.515587,9.055108,
Tübingen Hbf,448543,172899,48.51533,9.054776,
Tübingen Hbf,448543,390504,48.515465,9.054776,
Uelzen,,330249,52.96979,10.553017,1
Uelzen,330249,277403,52.969612,10.553516,
Uelzen,330249,45614,52.969658,10.553415,
Ulm Hauptbahnhof,,526588,48.399364,9.984146,1
Ulm Hbf,526588,12849,48.399353,9.982645,
Ulm Hbf,526588,200880,48.399437,9.982227,
Ulm Hbf,526588,239861,48.399345,9.982933,
Ulm Hbf,526588,562277,48.399345,9.982816,
Ulm Hbf,526588,581438,48.398678,9.983139,
Unna,440223,615887,51.53878,7.694852,
"Unna, Bahnhof",,440223,51.538776,7.693199,1
Usti nad Labem hl.n.,,515257,50.65956,14.044728,1
Usti nad Labem hl.n.,515257,481470,50.65956,14.044728,
Utrecht Centraal,,371044,52.089397,5.109861,1
Utrecht Centraal,371044,408514,52.089397,5.109861,
Vac,,646043,47.782726,19.13306,1
Vac,646043,113370,47.782726,19.13306,
Vaihingen (E),,350059,48.94815,8.957578,1
Vaihingen(Enz),350059,393342,48.948555,8.956527,
Vaihingen(Enz),350059,425180,48.948746,8.956868,
Vaihingen(Enz),350059,497329,48.948116,8.957632,
Vamdrup st,,527968,55.428093,9.286454,1
Vamdrup st,527968,262702,55.428093,9.286454,
Vejle st,,365163,55.706356,9.536869,1
Vejle st,365163,668322,55.706356,9.536869,
Velden am Wörther See,,138250,46.62005,14.044838,1
Velden am Wörther See,138250,344305,46.62005,14.044838,
Velgast,,380818,54.277256,12.803149,1
Velgast,380818,199171,54.277317,12.803137,
Velgast,380818,522564,54.277435,12.803131,
Venezia Mestre,,445817,45.481907,12.231898,1
Venezia Mestre,445817,81452,45.481907,12.231898,
Venezia Santa Lucia,,536026,45.441395,12.320459,1
Venezia Santa Lucia,536026,216023,45.441395,12.320459,
Venlo(Gr),,190780,51.340893,6.192712,1
Venlo(Gr),190780,140942,51.340893,6.192712,
Verden(Aller),,303610,52.920864,9.237906,1
Verden(Aller),303610,215271,52.920876,9.237633,
Verden(Aller),303610,905,52.920853,9.237766,
Verona Porta Nuova,,347626,45.428658,10.982739,1
Verona Porta Nuova,347626,50761,45.428658,10.982739,
Vicenza,,314700,45.5411,11.540777,1
Vicenza,314700,625596,45.5411,11.540777,
Viersen,662200,103479,51.254826,6.404808,
Viersen,662200,314225,51.254696,6.404701,
Viersen Bahnhof,,662200,51.2545,6.404,1
Villach Hbf,,458102,46.618626,13.848536,1
Villach Hbf,458102,218673,46.618626,13.848536,
Villingen Busbahnhof,,1852,48.057804,8.465427,1
Villingen(Schwarzw),1852,28264,48.05771,8.465588,
Villingen(Schwarzw),1852,307018,48.05802,8.465261,
Villingen(Schwarzw),1852,451001,48.057617,8.465553,
Visp,,450506,46.29403,7.881465,1
Visp,450506,166704,46.29403,7.881465,
Vojens st,,603820,55.248478,9.304915,1
Vojens st,603820,428407,55.248478,9.304915,
Vöcklabruck,,391521,48.010067,13.663703,1
Vöcklabruck,391521,236061,48.010067,13.663703,
Wabern(Bz Kassel),,344882,51.103134,9.35804,1
Wabern(Bz Kassel),344882,316563,51.103134,9.35804,
Wanne-Eickel Hbf,263630,158524,51.531445,7.166122,
Wanne-Eickel Hbf,263630,181546,51.531258,7.165783,
Wanne-Eickel Hbf,263630,26427,51.531357,7.166247,
Wanne-Eickel Hbf,263630,548539,51.531303,7.166328,
Wanne-Eickel Hbf,263630,568694,51.531178,7.166499,
Warburg(Westf),91316,23866,51.492992,9.164235,
Warburg(Westf),91316,386401,51.49288,9.164163,
"Warburg, Bahnhof",,91316,51.492752,9.163858,1
Waren (Müritz) Bahnhof,,33600,53.52151,12.681077,1
Waren(Müritz),33600,306191,53.52167,12.68061,
Waren(Müritz),33600,404072,53.52151,12.680678,
Waren(Müritz),33600,461448,53.52164,12.680484,
Warnemünde,,513002,54.17711,12.090839,1
Warnemünde,513002,274218,54.177235,12.091027,
Warnemünde,513002,37980,54.177288,12.091225,
Warszawa Centralna,,516259,52.22886,21.003235,1
Warszawa Centralna,516259,107884,52.22886,21.003235,
Warszawa Gdanska,,267003,52.259182,20.99371,1
Warszawa Gdanska,267003,109485,52.259182,20.99371,
Warszawa Wschodnia,,82947,52.25155,21.052336,1
Warszawa Wschodnia,82947,484208,52.25155,21.052336,
Warszawa Zachodnia,,602140,52.21997,20.965246,1
Warszawa Zachodnia,602140,331507,52.21997,20.965246,
Weil am Rhein,108942,102380,47.59368,7.608245,
Weil am Rhein,108942,277616,47.593643,7.60838,
Weil am Rhein Bahnhof,,108942,47.593693,7.608739,1
Weilheim (Oberbay),,109314,47.845364,11.142855,1
Weilheim(Oberbay),109314,659419,47.845364,11.14286,
Weimar,,114368,50.991486,11.326463,1
Weimar,114368,90705,50.991486,11.326458,
Weinheim(Bergstr)Hbf,174640,134086,49.55357,8.665571,
Weinheim(Bergstr)Hbf,174640,382226,49.553303,8.665351,
Weinheim(Bergstr)Hbf,174640,521002,49.55361,8.665401,
"Weinheim, Hauptbahnhof",,174640,49.55333,8.665697,1
Weißenfels,,622261,51.204613,11.970925,1
Weißenfels,622261,2463,51.204617,11.970926,
Wels Hbf,,141190,48.166077,14.026569,1
Wels Hbf,141190,14275,48.166077,14.026569,
Werdohl,618289,24838,51.25946,7.757393,
Werdohl,618289,490272,51.259377,7.757438,
"Werdohl, Bahnhof",,618289,51.259167,7.757734,1
Werfen,,178010,47.4726,13.195183,1
Werfen,178010,402406,47.4726,13.195183,
Westerland(Sylt),550091,117137,54.90691,8.311029,
Westerland(Sylt),550091,192916,54.90696,8.311079,
Westerland(Sylt) ZOB/Bahnhof,,550091,54.90688,8.310999,1
Westerstede-Ocholt,,450143,53.20229,7.886531,1
Westerstede-Ocholt,450143,258033,53.202248,7.886519,
Westerstede-Ocholt,450143,398288,53.202328,7.886542,
Wetzlar,96419,531856,50.56566,8.504213,
Wetzlar Bahnhof,,96419,50.56566,8.504213,1
Wien Hbf,,670861,48.1851,16.377113,1
Wien Hbf,670861,54186,48.1851,16.377113,
Wien Meidling,,430291,48.17445,16.333088,1
Wien Meidling,430291,671227,48.17445,16.333088,
Wiener Neustadt Hbf,,135970,47.81056,16.233187,1
Wiener Neustadt Hbf,135970,77274,47.81056,16.233187,
Wiesbaden Hauptbahnhof,,142759,50.069477,8.244631,1
Wiesbaden Hbf,142759,13890,50.06972,8.243677,
Wiesbaden Hbf,142759,574315,50.069477,8.244631,
Wiesloch-Walldorf,465563,162152,49.290966,8.66417,
Wiesloch-Walldorf,465563,348749,49.29098,8.664035,
Wiesloch-Walldorf,465563,522938,49.29135,8.664146,
Wiesloch-Walldorf,465563,86002,49.291355,8.664377,
"Wiesloch-Walldorf, Bf",,465563,49.291016,8.664449,1
Winterthur,,221188,47.500336,8.723821,1
Winterthur,221188,579029,47.500336,8.723821,
Witten Hbf,,257920,51.43542,7.330217,1
Witten Hbf,257920,318844,51.435375,7.329327,
Witten Hbf,257920,320911,51.435436,7.32948,
Wittenberge,,275009,53.003117,11.762871,1
Wittenberge,275009,615635,53.003117,11.762871,
Wloszczowa Polnoc,,513313,50.85811,19.947002,1
Wloszczowa Polnoc,513313,138388,50.85811,19.947002,
Wolfsburg Hbf,140274,176481,52.429497,10.787784,
Wolfsburg Hbf,140274,278873,52.429493,10.787698,
Wolfsburg Hbf,140274,387793,52.429382,10.787698,
Wolfsburg Hbf,140274,437504,52.429554,10.787913,
Wolfsburg Hbf,140274,543962,52.429665,10.787913,
"Wolfsburg, Hauptbahnhof",,140274,52.42946,10.78776,1
Worms Hbf,218904,279361,49.63494,8.356448,
Worms Hbf,218904,288222,49.63501,8.356596,
Worms Hbf,218904,541525,49.634727,8.356596,
"Worms, Hauptbahnhof",,218904,49.635113,8.356955,1
Wroclaw Glowny,,428072,51.097946,17.036674,1
Wroclaw Glowny,428072,172836,51.09808,17.037088,
Wuppertal Hbf,,159953,51.25508,7.149323,1
Wuppertal Hbf,159953,465345,51.254597,7.150042,
Wuppertal Hbf,159953,64251,51.254364,7.149543,
Wörgl Hbf,,172396,47.4918,12.060581,1
Wörgl Hbf,172396,411141,47.4918,12.060581,
Würzburg Hbf,,550076,49.801796,9.93578,1
Würzburg Hbf,550076,311739,49.801796,9.93578,
Zabrze,,515412,50.30528,18.786947,1
Zabrze,515412,35473,50.30528,18.786947,
Zagreb Glavni kolodvor,,126041,45.80444,15.978705,1
Zagreb Glavni kolodvor,126041,532905,45.80444,15.978705,
Zapresic,,553137,45.844494,15.813187,1
Zapresic,553137,395751,45.844494,15.813187,
Zbaszynek,,167148,52.242508,15.818092,1
Zbaszynek,167148,418086,52.242508,15.818092,
Zebrzydowice,,243844,49.87049,18.623697,1
Zebrzydowice,243844,313894,49.87049,18.623697,
Zebrzydowice(Gr),,585874,49.881973,18.576674,1
Zebrzydowice(Gr),585874,614598,49.881973,18.576674,
Zell am See,,411388,47.32052,12.796571,1
Zell am See,411388,556226,47.32052,12.796571,
Zidani Most,,661531,46.085587,15.170324,1
Zidani Most,661531,235315,46.085587,15.170324,
Zielona Gora Gl.,,437621,51.947437,15.513709,1
Zielona Gora Gl.,437621,314500,51.947437,15.513709,
Zürich Flughafen,,52098,47.450386,8.562402,1
Zürich Flughafen,52098,191392,47.450386,8.562402,
Zürich HB,,104196,47.378178,8.540212,1
Zürich HB,104196,293885,47.378178,8.540212,
Züssow,,620099,53.97505,13.547026,1
Züssow,620099,146783,53.972515,13.550179,
Züssow,620099,168981,53.97388,13.548191,
Züssow,620099,283428,53.97243,13.549999,
Ötztal,,237368,47.238483,10.859114,1
Ötztal,237368,654193,47.238483,10.859114,
Übersee,,595415,47.822044,12.487337,1
Übersee,595415,493501,47.82205,12.487338,
