stop_name,parent_station,stop_id,stop_lat,stop_lon,location_type
Erkelenz,,266707,51.076595,6.321634,1
Erkelenz,266707,91407,51.076595,6.321634,
Erlangen,,559425,49.595825,11.00164,1
Erlangen,559425,31525,49.59583,11.001638,
Essen Hauptbahnhof,,110529,51.449734,7.012213,1
Essen Hbf,110529,175931,51.451363,7.014001,
Essen Hbf,110529,270015,51.451355,7.014793,
Essen Hbf,110529,435643,51.451164,7.014028,
Essen Hbf,110529,475922,51.451736,7.013938,
Essen Hbf,110529,609252,51.45151,7.013974,
Essen Hbf,110529,657459,51.45159,7.013956,
Esslingen (N),,70967,48.73854,9.300582,1
Esslingen(Neckar),70967,60313,48.73881,9.30008,
Eutingen im Gäu,231342,186128,48.479736,8.782361,
Eutingen im Gäu Bahnhof,,231342,48.47957,8.781643,1
Feldkirch,,250137,47.24098,9.604102,1
Feldkirch,250137,469238,47.24098,9.604102,
Ffm Hauptbahnhof Gleis 20+21,627253,377136,50.107098,8.662068,
Fieberbrunn,,540123,47.49114,12.528944,1
Fieberbrunn,540123,36700,47.49114,12.528944,
Finnentrop,612317,88463,51.1729,7.96467,
Finnentrop Bf,,612317,51.17316,7.964598,1
Fischen,,561204,47.456596,10.271723,1
Fischen,561204,30608,47.456593,10.271717,
Flensburg,,227897,54.774048,9.436687,1
Flensburg,227897,203858,54.773857,9.436511,
Flensburg,227897,452780,54.774227,9.436848,
Flensburg [Grenze],,2284,54.814842,9.36324,1
Flensburg(Gr),2284,360226,54.814842,9.36324,
Flensburg-Weiche,69245,109808,54.75792,9.398257,
Flensburg-Weiche Bahnhof,,69245,54.757866,9.3995,1
Flughafen BER - Terminal 1-2,,323870,52.364605,13.509874,1
Flughafen BER - Terminal 1-2,323870,393042,52.36416,13.509246,
Flughafen BER - Terminal 1-2,323870,418322,52.364063,13.509307,
Flughafen Wien,,159510,48.120903,16.56307,1
Flughafen Wien,159510,315954,48.120903,16.56307,
Forbach(F),,340751,49.189217,6.900258,1
Forbach(F),340751,392961,49.189217,6.900258,
Forbach(fr),,96343,49.21409,6.944314,1
Forbach(fr),96343,442521,49.21409,6.944314,
Fortezza/Franzensfeste,,111318,46.78872,11.610083,1
Fortezza/Franzensfeste,111318,236961,46.78872,11.610083,
Frankfurt (Main) Flughafen Fernbahnhof,,293816,50.053055,8.570224,1
Frankfurt (Main) Flughafen Regionalbahnhof,,291761,50.0512,8.571423,1
Frankfurt (Main) Hauptbahnhof,,627253,50.107155,8.663759,1
Frankfurt (Main) Südbahnhof,,452204,50.099327,8.686442,1
Frankfurt (Main) Westbahnhof,,511802,50.119446,8.639455,1
"Frankfurt (Oder), Bahnhof",,261112,52.337204,14.546369,1
Frankfurt(M) Flughafen Fernbf,293816,159474,50.05317,8.570181,
Frankfurt(M) Flughafen Regionalbf,291761,374921,50.0512,8.571423,
Frankfurt(Main)Hbf,627253,162309,50.106102,8.663151,
Frankfurt(Main)Hbf,627253,170537,50.10652,8.662645,
Frankfurt(Main)Hbf,627253,200810,50.106686,8.662504,
Frankfurt(Main)Hbf,627253,234581,50.1069,8.662237,
Frankfurt(Main)Hbf,627253,254278,50.107033,8.662124,
Frankfurt(Main)Hbf,627253,326529,50.10681,8.66235,
Frankfurt(Main)Hbf,627253,363780,50.106148,8.663123,
Frankfurt(Main)Hbf,627253,378983,50.106754,8.662378,
Frankfurt(Main)Hbf,627253,380241,50.1062,8.663011,
Frankfurt(Main)Hbf,627253,394205,50.1063,8.662814,
Frankfurt(Main)Hbf,627253,395215,50.10647,8.662687,
Frankfurt(Main)Hbf,627253,419851,50.106262,8.662941,
Frankfurt(Main)Hbf,627253,420678,50.10577,8.663461,
Frankfurt(Main)Hbf,627253,423394,50.10696,8.662195,
Frankfurt(Main)Hbf,627253,542210,50.10662,8.662561,
Frankfurt(Main)Hbf,627253,624168,50.106003,8.663306,
Frankfurt(Main)Hbf,627253,659812,50.10636,8.662772,
Frankfurt(Main)Hbf,627253,7772,50.10587,8.663474,
Frankfurt(Main)Süd,452204,204200,50.099003,8.686179,
Frankfurt(Main)Süd,452204,349872,50.099205,8.685283,
Frankfurt(Main)Süd,452204,462603,50.098965,8.685759,
Frankfurt(Main)Süd,452204,69244,50.099045,8.685675,
Frankfurt(Main)Süd,452204,81744,50.099064,8.686108,
Frankfurt(Main)West,511802,521827,50.11939,8.638952,
Frankfurt(Oder),261112,232915,52.336517,14.545882,
Frankfurt(Oder),261112,261851,52.336605,14.546146,
Frankfurt(Oder),261112,274023,52.336563,14.545988,
Frankfurt(Oder),261112,278887,52.336643,14.54624,
Frankfurt(Oder)(Gr),,630721,52.321175,14.576403,1
Frankfurt(Oder)(Gr),630721,315302,52.321175,14.576403,
Fredericia st,,57770,55.56809,9.738813,1
Fredericia st,57770,31353,55.56809,9.738813,
Freiberg(Sachs),2592,11203,50.908634,13.344572,
Freiberg(Sachs),2592,326545,50.908737,13.344644,
"Freiberg, Bahnhof",,2592,50.90936,13.342219,1
Freiburg Hauptbahnhof,,629138,47.996616,7.840442,1
Freiburg(Breisgau) Hbf,629138,161278,47.997696,7.84117,
Freiburg(Breisgau) Hbf,629138,164605,47.997704,7.841619,
Freiburg(Breisgau) Hbf,629138,277767,47.99773,7.841511,
Freiburg(Breisgau) Hbf,629138,451326,47.997765,7.841295,
Freilassing,,425604,47.836914,12.977197,1
Freilassing,425604,217974,47.836918,12.977193,
Friedberg (Hessen) Bahnhof,,30687,50.332745,8.761246,1
Friedberg(Hess),30687,652231,50.33204,8.760561,
Friedrichsh. Stadtbahnhof,,555765,47.653057,9.473426,1
Friedrichshafen Stadt,555765,626288,47.653084,9.473498,
Fulda,169454,639883,50.555016,9.683904,
Fulda Bahnhof,,169454,50.55492,9.683761,1
Fürth(Bay)Hbf,,370521,49.469707,10.989988,1
Fürth(Bay)Hbf,370521,338833,49.469707,10.989988,
Garmisch-Partenkirchen,,618338,47.491455,11.097014,1
Garmisch-Partenkirchen,618338,340814,47.49145,11.097013,
Gdansk Glowny,,569568,54.35552,18.643803,1
Gdansk Glowny,569568,78699,54.35552,18.643803,
Gdansk Oliwa,,325294,54.409893,18.571741,1
Gdansk Oliwa,325294,298087,54.409893,18.571741,
Gdansk Wrzeszcz,,613720,54.38186,18.605434,1
Gdansk Wrzeszcz,613720,345545,54.38186,18.605434,
Gdynia Glowna,,415280,54.52084,18.529556,1
Gdynia Glowna,415280,469457,54.52084,18.529556,
Geilenkirchen,,655299,50.96104,6.124518,1
Geilenkirchen,655299,50695,50.96104,6.124518,
Geislingen (Steige),,543957,48.619247,9.841808,1
Geislingen(Steige),543957,219117,48.619247,9.841879,
Gelsenkirchen Hbf,,412171,51.504925,7.102206,1
Gelsenkirchen Hbf,412171,29444,51.50487,7.103141,
Gelsenkirchen Hbf,412171,357761,51.504982,7.103159,
Gelsenkirchen Hbf,412171,36880,51.5049,7.102455,
Gelsenkirchen Hbf,412171,44199,51.505142,7.103015,
Gelsenkirchen Hbf,412171,532385,51.50504,7.103051,
Gelsenkirchen Hbf,412171,575259,51.504814,7.103177,
Gera Hbf,,542743,50.88342,12.077098,1
Gera Hbf,542743,668501,50.883423,12.077092,
Gießen,669762,202439,50.579884,8.663799,
Gießen Bahnhof,,669762,50.579884,8.663799,1
Gliwice,,393654,50.301105,18.677158,1
Gliwice,393654,539883,50.301105,18.677158,
Glogow,,361689,51.668957,16.079712,1
Glogow,361689,302856,51.668957,16.079712,
Gniezno,,181649,52.52965,17.602184,1
Gniezno,181649,128425,52.52965,17.602184,
Golling-Abtenau,,194115,47.600574,13.164086,1
Golling-Abtenau,194115,268165,47.600574,13.164086,
Gotha,,279246,50.93905,10.712328,1
Gotha,279246,70848,50.93907,10.712568,
Graz Hbf,,3240,47.072296,15.416437,1
Graz Hbf,3240,162838,47.072296,15.416437,
Greifswald,,24980,54.092926,13.370264,1
Greifswald,24980,379923,54.092815,13.370453,
Greifswald,24980,412614,54.092854,13.370516,
Greifswald,24980,514104,54.092922,13.370262,
Györ,,420058,47.68198,17.63479,1
Györ,420058,517799,47.68198,17.63479,
Gäufelden,,644550,48.559715,8.850103,1
Gäufelden,644550,272802,48.559734,8.85004,
Gäufelden,644550,366575,48.559704,8.850157,
Göppingen,,149907,48.70012,9.652344,1
Göppingen,149907,662943,48.699963,9.6522,
Göppingen,149907,72335,48.699856,9.652146,
Göppingen,149907,77337,48.700027,9.651969,
Göttingen,,141402,51.53672,9.925875,1
Göttingen,141402,109690,51.536587,9.925826,
Göttingen,141402,186245,51.536865,9.92561,
Göttingen,141402,374977,51.53667,9.925681,
Göttingen,141402,473843,51.53698,9.925599,
Göttingen,141402,632771,51.536537,9.925908,
Göttingen,141402,652447,51.53674,9.925647,
Göttingen,141402,78246,51.536682,9.926424,
Günzburg,,582183,48.460564,10.27926,1
Günzburg,582183,275530,48.460564,10.279262,
Gütersloh Hbf,,333382,51.90694,8.385071,1
Gütersloh Hbf,333382,670130,51.90694,8.385071,
HER Wanne-Eickel Hbf,,263630,51.53249,7.165502,1
Hagen Hauptbahnhof,,450095,51.361916,7.462413,1
Hagen Hbf,450095,80933,51.362747,7.460249,
Haiger,236238,546933,50.74111,8.221986,
Haiger Bahnhof,,236238,50.74111,8.221986,1
Halle(Saale)Hbf,,252680,51.477512,11.987085,1
Halle(Saale)Hbf,252680,66025,51.47751,11.987085,
Hallein,,619082,47.68517,13.099434,1
Hallein,619082,516333,47.68517,13.099434,
Hamburg Dammtor,434523,380976,53.560757,9.989569,
Hamburg Hbf,414320,125771,53.55314,10.006316,
Hamburg Hbf,414320,147504,53.551765,10.00699,
Hamburg Hbf,414320,201331,53.552315,10.007035,
Hamburg Hbf,414320,22554,53.55174,10.006765,
Hamburg Hbf,414320,317012,53.552383,10.007493,
Hamburg Hbf,414320,426242,53.552216,10.00628,
Hamburg Hbf,414320,550260,53.55225,10.00655,
Hamburg Hbf,414320,62541,53.552357,10.007322,
Hamburg Hbf,414320,631703,53.552277,10.006756,
Hamburg Hbf,414320,643058,53.552235,10.006433,
Hamburg Hbf,414320,649294,53.55273,10.006899,
Hamburg Hbf,414320,658205,53.55234,10.007223,
"Hamburg, Bergedorf",,248668,53.48985,10.205962,1
"Hamburg, Hamburg Dammtor",,434523,53.560783,9.989403,1
"Hamburg, Hamburg Hbf",,414320,53.55275,10.007941,1
"Hamburg, Hamburg-Altona",,607768,53.55325,9.935405,1
"Hamburg, Hamburg-Harburg",,555774,53.456375,9.990947,1
Hamburg-Altona,607768,238529,53.552692,9.935181,
Hamburg-Bergedorf,248668,305223,53.48955,10.206101,
Hamburg-Bergedorf,248668,447830,53.48982,10.206172,
Hamburg-Bergedorf,248668,564205,53.48963,10.205985,
Hamburg-Harburg(S),555774,599787,53.455902,9.991704,
"Hamm (Westf), Hauptbahnhof",,651850,51.678547,7.809172,1
Hamm(Westf)Hbf,651850,142460,51.678078,7.807821,
Hamm(Westf)Hbf,651850,151794,51.678474,7.807276,
Hamm(Westf)Hbf,651850,165792,51.6785,7.807492,
Hamm(Westf)Hbf,651850,278300,51.678616,7.808291,
Hamm(Westf)Hbf,651850,329295,51.678513,7.807617,
Hamm(Westf)Hbf,651850,403182,51.678593,7.808121,
Hamm(Westf)Hbf,651850,41977,51.67856,7.807896,
Hanau Hauptbahnhof,,362603,50.121346,8.928415,1
Hanau Hbf,362603,319669,50.121346,8.928415,
Hannover Hauptbahnhof,,362786,52.37649,9.74107,1
Hannover Hbf,362786,155438,52.37649,9.74107,
Hausach,408938,83850,48.284924,8.181665,
Hausach Bahnhof,,408938,48.284973,8.181514,1
Hegyeshalom,,107136,47.913975,17.145296,1
Hegyeshalom,107136,102005,47.913975,17.145296,
Hegyeshalom(Gr),,447331,47.93826,17.095844,1
Hegyeshalom(Gr),447331,518977,47.93826,17.095844,
Heide(Holst),,307427,54.192932,9.101242,1
Heide(Holst),307427,562410,54.19306,9.101122,
Heide(Holst),307427,620071,54.19317,9.100833,
Heidelberg Hbf,593333,160008,49.403625,8.674905,
Heidelberg Hbf,593333,164348,49.40382,8.674716,
Heidelberg Hbf,593333,200049,49.40392,8.674851,
Heidelberg Hbf,593333,286175,49.40351,8.674815,
Heidelberg Hbf,593333,415460,49.40359,8.67451,
Heidelberg Hbf,593333,520155,49.403503,8.674375,
Heidelberg Hbf,593333,592991,49.403843,8.675138,
Heidelberg Hbf,593333,601529,49.40357,8.675442,
"Heidelberg, Hauptbahnhof",,593333,49.404316,8.676243,1
Heilbronn Hauptbahnhof,,2345,49.142925,9.207974,1
Heilbronn Hbf,2345,633494,49.143307,9.207715,
Helmstedt,480851,425013,52.22181,11.010192,
Helmstedt,480851,564574,52.22185,11.010084,
"Helmstedt, Bahnhof",,480851,52.22207,11.010093,1
Hengelo,,612878,52.261852,6.793726,1
Hengelo,612878,173873,52.261852,6.793726,
Heppenheim(Bergstr),653362,623812,49.641495,8.633412,
Heppenheim(Bergstr),653362,65834,49.641495,8.633232,
"Heppenheim, Bahnhof",,653362,49.641396,8.63343,1
Herborn Bahnhof,,593571,50.68468,8.3083,1
Herborn(Dillkr),593571,112766,50.68458,8.308274,
Herford,,57357,52.11961,8.663643,1
Herford,57357,191072,52.11961,8.663643,
Hermsdorf-Klosterlausnitz,,239820,50.90385,11.858619,1
Hermsdorf-Klosterlausnitz,239820,462632,50.903778,11.858626,
Herrenberg,,440777,48.59399,8.863302,1
Herrenberg,440777,107203,48.594112,8.862716,
Herrenberg,440777,642202,48.593933,8.862895,
Herzogenrath,,102777,50.870914,6.094486,1
Herzogenrath,102777,621842,50.870914,6.094486,
Hildesheim Hauptbahnhof,,303378,52.159668,9.952588,1
Hildesheim Hbf,303378,424814,52.160027,9.952812,
Hildesheim Hbf,303378,74270,52.160275,9.952633,
Hilversum,,347235,52.22667,5.181399,1
Hilversum,347235,322737,52.22667,5.181399,
Hochfilzen,,418612,47.467712,12.626525,1
Hochfilzen,418612,19726,47.467712,12.626525,
Hohenems,,202896,47.364708,9.681001,1
Hohenems,202896,9817,47.364708,9.681001,
Homburg(Saar)Hbf,,448705,49.328083,7.337035,1
Homburg(Saar)Hbf,448705,72461,49.328083,7.337035,
Hopfgarten im Brixental,,164493,47.455353,12.14918,1
Hopfgarten im Brixental,164493,553339,47.455353,12.14918,
Horb,50157,400555,48.441597,8.688775,
Horb,50157,467623,48.44146,8.688829,
Horb Bahnhof/ZOB,,50157,48.441853,8.688892,1
Hornberg Bahnhof,,245337,48.212,8.232997,1
Hornberg(Schwarzw),245337,507123,48.211895,8.23294,
Horsens st,,181453,55.86279,9.8355,1
Horsens st,181453,461414,55.86279,9.8355,
Hude,497628,312877,53.10929,8.460912,
Hude,497628,421072,53.10924,8.460892,
Hude(Oldb),,497628,53.10937,8.460953,1
Husum,,170833,54.472034,9.056426,1
Husum,170833,154739,54.471897,9.056276,
Husum,170833,480141,54.472168,9.056571,
Husum,170833,518408,54.471985,9.05636,
Hünfeld,111057,127826,50.673237,9.762918,
Hünfeld Bahnhof,,111057,50.673237,9.762918,1
Ibbenbüren,430345,641950,52.276943,7.721307,
"Ibbenbüren, Bahnhof",,430345,52.27675,7.721065,1
Ilirska Bistrica,,197526,45.569275,14.236037,1
Ilirska Bistrica,197526,119284,45.569275,14.236037,
Immendingen,219231,144096,47.93601,8.729536,
Immendingen,219231,293222,47.935867,8.729145,
Immendingen Bahnhof,,219231,47.93643,8.728768,1
Immenstadt,,92713,47.559204,10.213997,1
Immenstadt,92713,625377,47.559204,10.213999,
Imst-Pitztal,,477440,47.219074,10.76167,1
Imst-Pitztal,477440,515557,47.219074,10.76167,
Ingolstadt Hbf,,577263,48.74455,11.437341,1
Ingolstadt Hbf,577263,19311,48.74454,11.437337,
Innsbruck Hbf,,664361,47.26333,11.40051,1
Innsbruck Hbf,664361,471430,47.26333,11.40051,
Inowroclaw,,348690,52.804947,18.24406,1
Inowroclaw,348690,40464,52.804947,18.24406,
Interlaken Ost,,645479,46.6905,7.869,1
Interlaken Ost,645479,250373,46.6905,7.869,
Interlaken West,,521034,46.68295,7.851366,1
Interlaken West,521034,362891,46.68295,7.851366,
Iselle transito,,45069,46.27205,8.097801,1
Iselle transito,45069,600578,46.27205,8.097801,
"Iserl., Letmathe Bf",,63560,51.36308,7.618666,1
Itzehoe,,278096,53.92408,9.510151,1
Itzehoe,278096,196859,53.924175,9.510147,
Itzehoe,278096,475608,53.924232,9.510222,
Itzehoe,278096,565730,53.924114,9.510069,
Jaroslaw,,383909,50.01067,22.677896,1
Jaroslaw,383909,614458,50.01067,22.677896,
Jena Paradies,,40751,50.924854,11.587468,1
Jena Paradies,40751,575680,50.924854,11.587461,
Jena West,,425972,50.923286,11.57785,1
Jena West,425972,291386,50.923286,11.577848,
Jena-Göschwitz,,27935,50.8838,11.593217,1
Jena-Göschwitz,27935,509325,50.88394,11.593537,
Jenbach,,266903,47.388447,11.778454,1
Jenbach,266903,329926,47.388447,11.778454,
Jesenice(Gr),,270143,46.48141,14.020333,1
Jesenice(Gr),270143,140778,46.48141,14.020333,
Jesenice(SL),,401182,46.436325,14.054913,1
Jesenice(SL),401182,169237,46.436325,14.054913,
Kaiserslautern Hbf,291500,29425,49.435905,7.768532,
Kaiserslautern Hbf,291500,389460,49.435856,7.768559,
"Kaiserslautern, Hbf",,291500,49.436275,7.768262,1
Kapfenberg,,30840,47.44512,15.292088,1
Kapfenberg,30840,317767,47.44512,15.292088,
Karlsruhe Hauptbahnhof,,646407,48.993347,8.401036,1
Karlsruhe Hbf,646407,10920,48.993675,8.401116,
Karlsruhe Hbf,646407,123439,48.993473,8.401179,
Karlsruhe Hbf,646407,159770,48.993557,8.401179,
Karlsruhe Hbf,646407,323992,48.993515,8.402181,
Karlsruhe Hbf,646407,403191,48.99332,8.401422,
Karlsruhe Hbf,646407,556961,48.993732,8.401071,
Karlsruhe Hbf,646407,567,48.99321,8.401458,
Karlsruhe Hbf,646407,614908,48.992954,8.40161,
Karlsruhe Hbf,646407,69928,48.99385,8.401009,
Karlsruhe Hbf,646407,83160,48.99313,8.401503,
Karlsruhe Hbf,646407,86461,48.99302,8.401575,
Karlsruhe Hbf,646407,93047,48.993355,8.401269,
Karlsruhe-Durlach,,85430,49.00225,8.462759,1
Karlsruhe-Durlach,85430,307764,49.00207,8.462597,
Karlsruhe-Durlach,85430,400193,49.002167,8.462489,
Karlsruhe-Durlach,85430,541620,49.002155,8.462328,
Kassel Bahnhof Wilhelmshöhe,,114597,51.31313,9.44705,1
Kassel-Wilhelmshöhe,114597,187151,51.312435,9.448181,
Katowice,,250899,50.257515,19.017164,1
Katowice,250899,303471,50.257515,19.017164,
Kaufbeuren,,390422,47.87543,10.629495,1
Kaufbeuren,390422,259714,47.87543,10.629496,
Kehl(Gr),,412250,48.575645,7.801118,1
Kehl(Gr),412250,137441,48.575645,7.801118,
Keitum,,400162,54.888996,8.368841,1
Keitum,400162,588878,54.888813,8.368969,
Kempten(Allgäu)Hbf,,698,47.711746,10.31761,1
Kempten(Allgäu)Hbf,698,63275,47.711746,10.31761,
Kiel Hbf,,459567,54.314205,10.131429,1
Kiel Hbf,459567,315389,54.31442,10.131609,
Kirchberg in Tirol,,574610,47.448917,12.309101,1
Kirchberg in Tirol,574610,541239,47.448917,12.309101,
Kitzbühel,,662464,47.45411,12.391045,1
Kitzbühel,662464,16819,47.45411,12.391045,
Kitzbühel Hahnenkamm,,389134,47.44339,12.389856,1
Kitzbühel Hahnenkamm,389134,228946,47.44339,12.389856,
Klagenfurt Hbf,,331692,46.615585,14.313569,1
Klagenfurt Hbf,331692,470081,46.615585,14.313569,
Klanxbüll,,656577,54.86234,8.675999,1
Klanxbüll,656577,329063,54.862103,8.676329,
Koblenz Hauptbahnhof,,240884,50.350925,7.588339,1
Koblenz Hbf,240884,8775,50.35093,7.588345,
Koebenhavn H,,351291,55.67272,12.564617,1
Koebenhavn H,351291,6303,55.67272,12.564617,
Kolding st,,375214,55.49084,9.481528,1
Kolding st,375214,385943,55.49084,9.481528,
Kolin(CZ),,332995,50.025436,15.214279,1
Kolin(CZ),332995,213003,50.025436,15.214279,
Konin,,221883,52.231396,18.253336,1
Konin,221883,218039,52.231396,18.253336,
Konstanz,398932,213902,47.658848,9.177333,
Konstanz,398932,401890,47.658752,9.177312,
Konstanz Bahnhof,,398932,47.658794,9.17727,1
Krakow Glowny,,214924,50.067196,19.947426,1
Krakow Glowny,214924,246038,50.067196,19.947426,
Krakow Plaszow,,10188,50.03509,19.974894,1
Krakow Plaszow,10188,191704,50.03509,19.974894,
Kranj,,272545,46.23901,14.348167,1
Kranj,272545,417898,46.23901,14.348167,
Krefeld Hauptbahnhof,,178070,51.325623,6.568194,1
Krefeld Hbf,178070,531514,51.325672,6.569398,
Krefeld Hbf,178070,575416,51.32541,6.569613,
Kreiensen,,521669,51.85196,9.966566,1
Kreiensen,521669,16093,51.85172,9.965954,
Kreiensen,521669,548815,51.85182,9.965966,
Kreuztal,216141,132604,50.955246,7.992805,
Kreuztal,216141,407922,50.95596,7.991961,
Kreuztal Bf,,216141,50.95591,7.992113,1
Kronach,,253114,50.23961,11.320111,1
Kronach,253114,152067,50.239613,11.320115,
Krsko,,355650,45.95624,15.493454,1
Krsko,355650,74345,45.95624,15.493454,
Krumpendorf/Wörthersee,,262479,46.62633,14.221512,1
Krumpendorf/Wörthersee,262479,179381,46.62633,14.221512,
Kufstein,,275749,47.58308,12.16555,1
Kufstein,275749,360292,47.58308,12.16555,
Kutno,,532363,52.226963,19.348616,1
Kutno,532363,533815,52.226963,19.348616,
Kuty,,293801,48.661892,17.047695,1
Kuty,293801,33706,48.661892,17.047695,
Kuty(Gr),,95509,48.71108,17.000406,1
Kuty(Gr),95509,330131,48.71108,17.000406,
Köln Deutz Messe/Deutz Bf,,227564,50.940876,6.974996,1
Köln Ehrenfeld Bf Ehrenfeld,,360913,50.951527,6.91727,1
Köln Flughafen Köln/Bonn Flughafen Bf,,550705,50.878902,7.119292,1
Köln Hbf,,408052,50.94303,6.958727,1
Köln Hbf,408052,100386,50.9434,6.958719,
Köln Hbf,408052,11784,50.943134,6.958081,
Köln Hbf,408052,246163,50.943302,6.958485,
Köln Hbf,408052,249492,50.943497,6.958943,
Köln Hbf,408052,403643,50.943195,6.95826,
Köln Hbf,408052,469765,50.943436,6.958799,
Köln Hbf,408052,474224,50.94303,6.958729,
Köln Hbf,408052,48849,50.943237,6.958332,
Köln Hbf,408052,579697,50.943333,6.958557,
Köln Messe/Deutz,227564,347815,50.940876,6.975921,
Köln Messe/Deutz,227564,472092,50.940674,6.975858,
Köln Messe/Deutz Gl.11-12,227564,178165,50.941723,6.974067,
Köln Messe/Deutz Gl.11-12,227564,445896,50.9416,6.973963,
Köln Messe/Deutz Gl.11-12,227564,504724,50.941566,6.973864,
Köln Süd,176890,671460,50.9273,6.938059,
Köln Süd Bf,,176890,50.9273,6.938048,1
Köln-Ehrenfeld,360913,124981,50.951534,6.917276,
Köln-Ehrenfeld,360913,342395,50.951748,6.917621,
Köln-Ehrenfeld,360913,436026,50.951653,6.917648,
Köln/Bonn Flughafen,550705,119103,50.879154,7.119149,
Köln/Bonn Flughafen,550705,275835,50.879063,7.11958,
Königs Wusterhausen,163845,112662,52.29666,13.63135,
Köthen,,184179,51.751934,11.989356,1
Köthen,184179,455466,51.75193,11.989358,
Lahr (Schwarzwald) Bahnhof,,460550,48.340572,7.835708,1
Lahr(Schwarzw),460550,397107,48.340435,7.834734,
Lancut,,384029,50.08143,22.227507,1
Lancut,384029,467027,50.08143,22.227507,
Landeck-Zams,,176364,47.148243,10.578392,1
Landeck-Zams,176364,583788,47.148243,10.578392,
Landquart,,172373,46.96744,9.554045,1
Landquart,172373,120038,46.96744,9.554045,
Landstuhl,110756,419145,49.416283,7.56624,
"Landstuhl, Bahnhof",,110756,49.416332,7.566159,1
Langen am Arlberg,,73526,47.13172,10.120375,1
Langen am Arlberg,73526,467722,47.13172,10.120375,
Langenhagen Bahnhof Mitte,,371484,52.44028,9.726024,1
Langenhagen Mitte,371484,236783,52.44028,9.726024,
Leer(Ostfriesl),,592913,53.23141,7.465229,1
Leer(Ostfriesl),592913,140621,53.23141,7.465242,
Leer(Ostfriesl),592913,198500,53.23138,7.465076,
Leer(Ostfriesl),592913,403689,53.231438,7.46537,
Legnica,,634022,51.21385,16.168922,1
Legnica,634022,243784,51.21385,16.168922,
Leipzig Hbf,,56192,51.345474,12.382064,1
Leipzig Hbf,56192,522342,51.34547,12.382064,
Leipzig/Halle Flughafen,,174955,51.42334,12.22343,1
Leipzig/Halle Flughafen,174955,96647,51.42334,12.223426,
Lennestadt-Altenhundem,423215,313134,51.103645,8.071282,
Lennestadt-Altenhundem Bf,,423215,51.104046,8.071534,1
Lennestadt-Grevenbrück,607176,19209,51.141613,8.018227,
Lennestadt-Grevenbrück,607176,525591,51.14155,8.018138,
Lennestadt-Grevenbrück Bf,,607176,51.141815,8.017662,1
Leoben Hbf,,560842,47.386604,15.089603,1
Leoben Hbf,560842,138593,47.386604,15.089603,
Lesce-Bled,,519216,46.360416,14.157971,1
Lesce-Bled,519216,359755,46.360416,14.157971,
Letmathe,63560,152906,51.36265,7.617839,
Letmathe,63560,165440,51.362747,7.617794,
Leverkusen Mitte,335306,586057,51.032265,6.990249,
Leverkusen Wiesdorf Mitte Bf,,335306,51.03151,6.991651,1
Lichtenfels,,183013,50.146454,11.059474,1
Lichtenfels,183013,298557,50.146454,11.059472,
Liestal,,271033,47.484375,7.731353,1
Liestal,271033,506083,47.484375,7.731353,
Liezen,,448975,47.56271,14.241886,1
Liezen,448975,168310,47.56271,14.241886,
Limburg (Lahn) Süd (ICE),,217931,50.38191,8.095532,1
Limburg Süd,217931,209186,50.3819,8.095546,
Limburg Süd,217931,320126,50.382423,8.09593,
Lindau-Reutin,,305042,47.552383,9.703287,1
Lindau-Reutin,305042,159145,47.552383,9.703292,
Lingen(Ems),34237,550463,52.519867,7.321731,
"Lingen, Bahnhof",,34237,52.519543,7.321198,1
Linz Hbf,,247013,48.29018,14.292131,1
Linz Hbf,247013,384304,48.29018,14.292131,
Lippstadt,583133,530577,51.670666,8.348161,
Lippstadt,583133,599459,51.67074,8.349113,
"Lippstadt, Bustreff Bahnhof",,583133,51.671047,8.349535,1
Liège-Guillemins,,637829,50.62436,5.566483,1
Liège-Guillemins,637829,182451,50.62436,5.566483,
Ljubljana,,654197,46.05869,14.512937,1
Ljubljana,654197,512971,46.05869,14.512937,
Lubin Gorniczy,,233317,51.39612,16.193586,1
Lubin Gorniczy,233317,114258,51.39612,16.193586,
Ludwigsburg,,649349,48.892082,9.185229,1
Ludwigsburg,649349,232192,48.892147,9.185409,
Ludwigsburg,649349,372793,48.89186,9.18542,
Ludwigshafen(Rh)Hbf,233310,644137,49.47522,8.432333,
"Ludwigshafen, Hauptbahnhof",,233310,49.476994,8.433321,1
Ludwigslust,145617,437144,53.33467,11.494491,
Ludwigslust,145617,553492,53.334885,11.49398,
Ludwigslust,145617,556965,53.335045,11.494205,
Ludwigslust Bahnhof,,145617,53.334454,11.494384,1
Ludwigsstadt,,580161,50.486584,11.382993,1
Ludwigsstadt,580161,418744,50.486584,11.382989,
Lunderskov st,,436306,55.48012,9.303791,1
Lunderskov st,436306,350898,55.48012,9.303791,
Lutherstadt Wittenberg Hbf,,22809,51.86781,12.662289,1
Lutherstadt Wittenberg Hbf,22809,664468,51.86781,12.662285,
Lübben(Spreewald),494772,110617,51.939842,13.877132,
Lübben(Spreewald),494772,622523,51.93978,13.877006,
"Lübben, Bahnhof",,494772,51.93989,13.877536,1
Lübbenau(Spreewald),270038,412877,51.862026,13.961095,
Lübbenau(Spreewald),270038,438886,51.862095,13.961176,
"Lübbenau, Bahnhof",,270038,51.862114,13.962173,1
Lübeck Hbf,,444617,53.867214,10.668884,1
